Date,Open,High,Low,Close,Adj Close,Volume
2016-10-18,13.344603538513184,13.414765357971191,13.190250396728516,13.381088256835938,13.05955696105957,5366949
2016-10-19,13.344603538513184,13.482118606567383,13.336185455322266,13.389507293701172,13.06777286529541,4452266
2016-10-20,13.31934642791748,13.42599105834961,13.310927391052246,13.386700630187988,13.065034866333008,3849010
2016-10-21,13.31934642791748,13.364249229431152,13.212700843811035,13.257603645324707,12.93903923034668,3461329
2016-10-24,13.358635902404785,13.498957633972168,13.322152137756348,13.454054832458496,13.130770683288574,3621319
2016-10-25,13.395119667053223,13.454054832458496,13.14254093170166,13.187443733215332,12.870565414428711,5398662
2016-10-26,13.148153305053711,13.288475036621094,13.089218139648438,13.111669540405273,12.796611785888672,5900722
2016-10-27,13.869407653808594,13.962019920349121,13.482118606567383,13.563506126403809,13.237591743469238,25078425
2016-10-28,13.501764297485352,13.799246788024902,13.468087196350098,13.71505355834961,13.385497093200684,13622259
2016-10-31,13.751537322998047,13.889053344726562,13.701021194458008,13.776795387268066,13.445755004882812,12164182
2016-11-01,13.788021087646484,13.886245727539062,13.541054725646973,13.602795600891113,13.2759370803833,7967400
2016-11-02,13.538248062133789,13.77960205078125,13.524215698242188,13.751537322998047,13.421104431152344,6557427
2016-11-03,13.740310668945312,13.872214317321777,13.605603218078613,13.686988830566406,13.358107566833496,4763693
2016-11-04,13.644892692565918,13.813279151916504,13.611214637756348,13.644892692565918,13.317022323608398,6307644
2016-11-07,13.72066593170166,14.032180786132812,13.72066593170166,13.897472381591797,13.563533782958984,4566646
2016-11-08,13.897472381591797,14.015341758728027,13.886245727539062,13.942375183105469,13.607357025146484,3322719
